pair_index,environment,batch_index,index_in_batch,network_record,target_original_q,target_counterfactual_q,target_delta_q_wrapped,target_delta_l2_rad,ordinary_pred_original_q,ordinary_pred_counterfactual_q,ordinary_pred_delta_q_wrapped,ordinary_pred_delta_l2_rad,ordinary_pred_required_ratio,ordinary_direction_cosine,ordinary_original_scene_error_l2_rad,ordinary_counterfactual_scene_error_l2_rad,ordinary_cf_prediction_to_original_target_l2_rad,ordinary_cf_prediction_closer_to_cf_target,cftrained_pred_original_q,cftrained_pred_counterfactual_q,cftrained_pred_delta_q_wrapped,cftrained_pred_delta_l2_rad,cftrained_pred_required_ratio,cftrained_direction_cosine,cftrained_original_scene_error_l2_rad,cftrained_counterfactual_scene_error_l2_rad,cftrained_cf_prediction_to_original_target_l2_rad,cftrained_cf_prediction_closer_to_cf_target
156,298,0,249,8,3.04291081429 1.76656603813 0.348933398724 -0.294815957546 -2.21855640411 1.50565004349 -0.29760274291,3.04726147652 1.80998384953 0.389840453863 -0.275643289089 -2.15882945061 1.5079293251 -0.306680738926,0.00435066223145 0.0434178113937 0.0409070551395 0.019172668457 0.0597269535065 0.00227928161621 -0.00907799601555,0.08717756073402928,2.97776961327 1.74045717716 0.36245110631 -0.333140075207 -2.2783639431 1.49642121792 -0.244368851185,2.9777109623 1.74039542675 0.362533599138 -0.33308377862 -2.27838778496 1.496347785 -0.244365990162,-5.8650970459e-05 -6.17504119873e-05 8.24928283691e-05 5.62965869904e-05 -2.38418579102e-05 -7.34329223633e-05 2.86102294922e-06,0.00015230376188138462,0.0017470523446515025,-0.007508360195211029,0.11433492586881329,0.17898701646414725,0.11439314302248661,0,2.9076025486 1.77397549152 0.336491048336 -0.227446258068 -2.23198509216 1.47870993614 -0.295329064131,2.88651537895 1.76089775562 0.36663454771 -0.229205548763 -2.23023748398 1.47756874561 -0.292003601789,-0.0210871696472 -0.0130777359009 0.0301434993744 -0.00175929069519 0.00174760818481 -0.00114119052887 0.00332546234131,0.03927896012220696,0.45056273416554354,0.17854783916331107,0.1548159678947386,0.19282121427706356,0.17339571890391167,0
157,298,0,253,8,-2.8008582592 1.21730852127 -1.85796606541 1.21580541134 -1.55231070518 -0.781248748302 0.510152995586,-2.81137609482 1.17826867104 -1.88122022152 1.27486944199 -1.59369242191 -0.758746862411 0.518531322479,-0.0105178356171 -0.039039850235 -0.0232541561127 0.0590640306473 -0.0413817167282 0.022501885891 0.00837832689285,0.08917975092362565,-2.88127017021 1.21519339085 -1.88922190666 1.26714193821 -1.5605019331 -0.843175113201 0.590911567211,-2.88124585152 1.21517026424 -1.88921666145 1.26711118221 -1.56048738956 -0.843160808086 0.590892016888,2.43186950684e-05 -2.31266021729e-05 5.24520874023e-06 -3.07559967041e-05 1.45435333252e-05 1.43051147461e-05 -1.95503234863e-05,5.3833521376374546e-05,0.0006036518471830905,-0.36143738711922097,0.14320207256875583,0.14082614324657444,0.14315854810132309,1,-2.79771351814 1.2518311739 -1.80618822575 1.31939196587 -1.39857542515 -0.823031187057 0.519192695618,-2.80368685722 1.25774359703 -1.79858911037 1.32466554642 -1.38856780529 -0.819285213947 0.516023159027,-0.00597333908081 0.00591242313385 0.0075991153717 0.00527358055115 0.0100076198578 0.0037459731102 -0.00316953659058,0.016745908912605016,0.18777703165987047,-0.260896677753226,0.20018702903141655,0.2478512296066573,0.21286642976333772,0
158,298,1,50,9,1.96308457851 0.626936614513 2.68210625648 -0.032662641257 -0.413612127304 0.351146996021 2.91683578491,1.96623075008 0.617087841034 2.66195201874 0.0186279267073 -0.366430789232 0.392692625523 2.92668032646,0.00314617156982 -0.00984877347946 -0.0201542377472 0.0512905679643 0.0471813380718 0.0415456295013 0.00984454154968,0.08481064430307593,1.9972319603 0.630978286266 2.63069486618 -0.0591112747788 -0.525529325008 0.398437082767 2.96250629425,1.99724078178 0.630961596966 2.63069844246 -0.0591047480702 -0.525535047054 0.398437082767 2.96249580383,8.82148742676e-06 -1.66893005371e-05 3.57627868652e-06 6.52670860291e-06 -5.72204589844e-06 0 -1.04904174805e-05,2.3548455479026107e-05,0.00027765919799965544,0.04083666506315094,0.14619386762466252,0.18655607734255364,0.146194133462785,0,2.11754560471 0.66642343998 2.71767449379 0.00652652885765 -0.565857350826 0.399723500013 2.9446015358,2.11850476265 0.668481826782 2.72126030922 0.00628143455833 -0.568942725658 0.401299148798 2.94533157349,0.000959157943726 0.00205838680267 0.00358581542969 -0.000245094299316 -0.00308537483215 0.00157564878464 0.000730037689209,0.005532652679940629,0.06523535725267411,-0.37299410666961497,0.2335113065880406,0.2663299673632159,0.23745728534942556,0
159,298,1,53,8,-0.720355927944 -1.13264501095 0.733443260193 -1.01806366444 -1.63229215145 0.471356958151 -0.372865438461,-0.738208830357 -1.12899875641 0.631691992283 -1.08953881264 -1.64689218998 0.409499675035 -0.482257455587,-0.0178529024124 0.00364625453949 -0.10175126791 -0.071475148201 -0.0146000385284 -0.0618572831154 -0.109392017126,0.17832592811681383,-0.772348165512 -1.08829009533 0.694761574268 -1.03528535366 -1.61735761166 0.398343622684 -0.337345898151,-0.772369265556 -1.08826005459 0.694742262363 -1.03520798683 -1.61736190319 0.398314058781 -0.337350189686,-2.11000442505e-05 3.00407409668e-05 -1.93119049072e-05 7.73668289185e-05 -4.29153442383e-06 -2.95639038086e-05 -4.29153442383e-06,9.282829750176343e-05,0.0005205541251463753,-0.043356042709930286,0.1152347000309236,0.17818255781334613,0.11526758877117335,0,-0.806679904461 -1.07249593735 0.698657810688 -1.03843295574 -1.58827543259 0.389208048582 -0.405693978071,-0.814360797405 -1.0706846714 0.702255010605 -1.036850214 -1.57918512821 0.394899100065 -0.40633007884,-0.00768089294434 0.00181126594543 0.00359719991684 0.00158274173737 0.00909030437469 0.00569105148315 -0.000636100769043,0.013897771195167824,0.0779346634666832,-0.3028581028330884,0.1498609468743826,0.1658833087399351,0.15423256028533922,0
160,298,1,65,9,1.84889495373 0.972233295441 -2.71051597595 -0.224398866296 0.585710406303 -1.48727941513 -1.68395674229,1.86437296867 1.03709626198 -2.67432284355 -0.194675371051 0.600781261921 -1.40400803089 -1.70221292973,0.015478014946 0.0648629665375 0.0361931324005 0.029723495245 0.0150708556175 0.0832713842392 -0.018256187439,0.11888963318646398,1.82223725319 0.967932641506 -2.73736739159 -0.236513838172 0.47193941474 -1.51599061489 -1.54952073097,1.82224082947 0.967943370342 -2.73735761642 -0.236518189311 0.471958249807 -1.51597392559 -1.5495326519,3.57627868652e-06 1.07288360596e-05 9.77516174316e-06 -4.3511390686e-06 1.8835067749e-05 1.66893005371e-05 -1.19209289551e-05,3.190274231812128e-05,0.000268339143313578,0.7558725298919086,0.18286090981564723,0.2544099857888634,0.18283588697244033,0,1.90046739578 0.988433897495 -2.75461912155 -0.210368514061 0.415764659643 -1.56256568432 -1.64229154587,1.89782357216 0.990860104561 -2.75410056114 -0.210181891918 0.419525951147 -1.56204020977 -1.64154195786,-0.00264382362366 0.00242620706558 0.000518560409546 0.000186622142792 0.00376129150391 0.00052547454834 0.000749588012695,0.005307102436142041,0.04463889990995678,0.3605992187539971,0.20334621277705,0.26715217688083626,0.19962006320836678,0
161,298,1,71,9,2.21037578583 0.514412403107 -3.07740950584 -1.44799947739 -0.152128085494 1.08405053616 -2.29042696953,2.27117323875 0.520178556442 -3.0870320797 -1.43343901634 -0.185798242688 1.03290915489 -2.31713628769,0.0607974529266 0.00576615333557 -0.00962257385254 0.0145604610443 -0.0336701571941 -0.0511413812637 -0.026709318161,0.09217747989445586,2.19183135033 0.504119575024 -3.10239481926 -1.47595083714 -0.139976665378 1.07389175892 -2.28967213631,2.19180798531 0.504116952419 -3.10237956047 -1.47590649128 -0.139960810542 1.07388222218 -2.28964161873,-2.3365020752e-05 -2.62260437012e-06 1.52587890625e-05 4.43458557129e-05 1.58548355103e-05 -9.53674316406e-06 3.0517578125e-05,6.34494733219569e-05,0.0006883402908672182,-0.3074242107646606,0.04590000365218266,0.11459349642116516,0.04588157079251145,0,2.25980615616 0.567855775356 -3.083786726 -1.44182789326 -0.0279823895544 1.06854116917 -2.34011363983,2.26155948639 0.56646168232 -3.08282899857 -1.44675827026 -0.0255822297186 1.07243084908 -2.34501791,0.00175333023071 -0.00139409303665 0.000957727432251 -0.00493037700653 0.00240015983582 0.00388967990875 -0.00490427017212,0.008670972523594857,0.09406823156288507,-0.16414080410609444,0.15329635490312818,0.17446529849063283,0.1564891424030093,0
162,298,1,77,8,2.87453341484 1.27833008766 -0.434486091137 0.173175513744 -1.75400483608 0.591040015221 -2.383207798,2.96659374237 1.23693788052 -0.401301056147 0.192130848765 -1.78497338295 0.588678896427 -2.30748558044,0.0920603275299 -0.0413922071457 0.0331850349903 0.018955335021 -0.0309685468674 -0.00236111879349 0.0757222175598,0.13545275929113498,2.94074559212 1.25695955753 -0.533860146999 0.104098297656 -1.74975097179 0.562310755253 -2.39793133736,2.9407145977 1.25695359707 -0.533877313137 0.104230068624 -1.74979364872 0.562200129032 -2.3979575634,-3.09944152832e-05 -5.96046447754e-06 -1.71661376953e-05 0.000131770968437 -4.26769256592e-05 -0.000110626220703 -2.62260437012e-05,0.00018276140561064236,0.0013492630682984071,-0.043690647838207704,0.14334526531960723,0.19104263562928295,0.14330394775484734,0,2.98171329498 1.21709311008 -0.519018828869 0.161359131336 -1.71045386791 0.553842306137 -2.42312455177,2.95020866394 1.20384466648 -0.508219540119 0.155453979969 -1.73092067242 0.542459011078 -2.40996432304,-0.0315046310425 -0.0132484436035 0.0107992887497 -0.00590515136719 -0.0204668045044 -0.0113832950592 0.0131602287292,0.04517985832690459,0.3335469765499379,-0.07325110655182938,0.16551920853131916,0.1723376120656083,0.14364678820220353,0
163,298,1,112,8,2.70968365669 1.22690546513 -1.23829603195 0.861384868622 -1.0070925951 -0.652822196484 0.472051948309,2.65745329857 1.24774467945 -1.25453197956 0.847797453403 -1.00811505318 -0.659388422966 0.49004355073,-0.0522303581238 0.020839214325 -0.0162359476089 -0.0135874152184 -0.00102245807648 -0.00656622648239 0.0179916024208,0.06307428571851223,2.71640586853 1.15478312969 -1.26135134697 0.860825002193 -1.01177453995 -0.704935967922 0.509253680706,2.71633434296 1.15480911732 -1.26133203506 0.860794782639 -1.01172804832 -0.704879701138 0.509224116802,-7.15255737305e-05 2.59876251221e-05 1.93119049072e-05 -3.02195549011e-05 4.64916229248e-05 5.6266784668e-05 -2.95639038086e-05,0.0001152340314055848,0.0018269573740375112,0.4712967825702221,0.09950082952354342,0.12153012654441579,0.0994301863817803,0,2.73013305664 1.12651658058 -1.23829317093 0.896314322948 -0.935848653316 -0.687515974045 0.428690940142,2.71892333031 1.13730120659 -1.2327682972 0.903243362904 -0.950791537762 -0.693014144897 0.436486750841,-0.0112097263336 0.0107846260071 0.00552487373352 0.00692903995514 -0.0149428844452 -0.00549817085266 0.00779581069946,0.02519516401589176,0.39945222888979953,0.5147487320607117,0.14098123051562042,0.1637352669996696,0.12628170555261692,0
164,298,1,116,9,2.18977737427 0.95106112957 -1.10434985161 1.06379532814 2.40221238136 -0.938422620296 2.83946180344,2.24851632118 0.87890702486 -1.11961305141 1.09776937962 2.38794445992 -0.947978019714 2.83115696907,0.0587389469147 -0.0721541047096 -0.0152631998062 0.0339740514755 -0.0142679214478 -0.00955539941788 -0.00830483436584,0.10201730082391362,2.12817454338 0.907874047756 -1.18728017807 1.07714211941 2.26450991631 -0.943669736385 2.96106529236,2.12816786766 0.907852828503 -1.18727588654 1.07714831829 2.26457238197 -0.943633496761 2.96100211143,-6.67572021484e-06 -2.121925354e-05 4.29153442383e-06 6.19888305664e-06 6.24656677246e-05 3.62396240234e-05 -6.31809234619e-05,9.87864589059948e-05,0.0009683304508958201,0.05667810674188257,0.2156212381033452,0.22896375855454024,0.215549732855663,0,2.14397096634 0.97433835268 -1.14730548859 1.11692988873 2.2330198288 -0.954906344414 2.89219999313,2.12461256981 0.979660987854 -1.16098225117 1.11623239517 2.23882508278 -0.955210268497 2.90530967712,-0.0193583965302 0.0053226351738 -0.0136767625809 -0.000697493553162 0.00580525398254 -0.00030392408371 0.0131096839905,0.028218353094092236,0.27660360415532226,-0.5297022867568736,0.1974529666960965,0.23525159397239914,0.20575338454713302,0
165,298,1,120,8,3.09630060196 0.893541514874 1.5394051075 -0.146275013685 1.54175961018 -1.8203843832 1.65162169933,3.12634968758 0.831521034241 1.5141929388 -0.119760982692 1.60689747334 -1.8042191267 1.6914794445,0.0300490856171 -0.0620204806328 -0.0252121686935 0.026514030993 0.0651378631592 0.0161652565002 0.0398577451706,0.11036771012763773,3.01217150688 0.851340949535 1.57325053215 -0.128491744399 1.52828264236 -1.86310088634 1.62749743462,3.01214432716 0.851349055767 1.57325720787 -0.128491446376 1.52831757069 -1.86305749416 1.6274971962,-2.71797180176e-05 8.10623168945e-06 6.67572021484e-06 2.98023223877e-07 3.49283218384e-05 4.33921813965e-05 -2.38418579102e-07,6.286515758475947e-05,0.0005695973714781012,0.21434891201678624,0.11361627629935915,0.17530346929050566,0.11361503701152366,0,2.96503615379 0.863757669926 1.57379746437 -0.130175411701 1.52811205387 -1.86421453953 1.53648662567,2.95409464836 0.878055632114 1.56324028969 -0.122747242451 1.51327192783 -1.85963749886 1.53339004517,-0.0109415054321 0.0142979621887 -0.0105571746826 0.00742816925049 -0.0148401260376 0.0045770406723 -0.00309658050537,0.027231367070320277,0.24673309828416143,-0.5884338459702948,0.1868766645444481,0.26661024855767335,0.19471799329734174,0
166,298,1,137,8,1.02825510502 -1.08139646053 1.31733298302 1.65590417385 2.57496285439 -0.416149973869 -0.496964693069,1.0489910841 -1.05822813511 1.32033717632 1.69163882732 2.5379524231 -0.42327991128 -0.466464817524,0.0207359790802 0.0231683254242 0.00300419330597 0.0357346534729 -0.0370104312897 -0.00712993741035 0.0304998755455,0.06784978413847781,1.00623834133 -1.10053384304 1.21486330032 1.6170681715 2.60303902626 -0.46099370718 -0.429672539234,1.00623297691 -1.10054838657 1.21488165855 1.61703562737 2.60304141045 -0.460967004299 -0.429673016071,-5.36441802979e-06 -1.45435333252e-05 1.83582305908e-05 -3.25441360474e-05 2.38418579102e-06 2.67028808594e-05 -4.76837158203e-07,4.853238429776422e-05,0.0007152916536729461,-0.561557892998725,0.14207995655438607,0.16527641390958453,0.1420702273796444,0,0.99616932869 -1.09999644756 1.22517085075 1.69321620464 2.6851952076 -0.486059129238 -0.434133023024,0.979674100876 -1.0838508606 1.22058594227 1.70012271404 2.68282842636 -0.489928632975 -0.433126658201,-0.0164952278137 0.0161455869675 -0.00458490848541 0.00690650939941 -0.00236678123474 -0.0038695037365 0.00100636482239,0.02496159569799271,0.36789499060229014,0.24263035249871268,0.17957667800896546,0.20500291350738545,0.18664129791216824,0
167,298,1,140,9,1.35940003395 1.05356884003 1.48289561272 1.64444029331 1.69891238213 -1.42963922024 1.0575606823,1.33722507954 1.09461283684 1.48822903633 1.68945860863 1.67939758301 -1.39608073235 0.999486982822,-0.0221749544144 0.0410439968109 0.0053334236145 0.0450183153152 -0.019514799118 0.0335584878922 -0.0580736994743,0.09545148748777431,1.35941302776 1.03756916523 1.4022796154 1.65750646591 1.69526684284 -1.40778720379 1.07514286041,1.35940206051 1.03755962849 1.40229034424 1.65748608112 1.69528853893 -1.40777432919 1.07514238358,-1.09672546387e-05 -9.53674316406e-06 1.07288360596e-05 -2.03847885132e-05 2.16960906982e-05 1.28746032715e-05 -4.76837158203e-07,3.712924460673865e-05,0.000388985500215429,-0.27436078122225516,0.08789531966330855,0.13515765140086294,0.08788639635577712,0,1.40160799026 0.979485154152 1.42371559143 1.74547457695 1.72648227215 -1.43822896481 1.00877285004,1.39880812168 0.979564726353 1.42703032494 1.7454148531 1.72683751583 -1.43618786335 1.01062965393,-0.00279986858368 7.95722007751e-05 0.00331473350525 -5.97238540649e-05 0.000355243682861 0.00204110145569 0.00185680389404,0.005155253136183949,0.054009144036065944,0.06924822160828657,0.15554497935616451,0.16699763675143833,0.1528777863661436,0
168,298,1,143,8,2.81464004517 1.46139681339 2.04261541367 -1.30729424953 -1.90694487095 -0.867839157581 -0.320112556219,2.8129594326 1.48090922832 1.96998000145 -1.3321877718 -1.87467384338 -0.822807490826 -0.339043676853,-0.00168061256409 0.0195124149323 -0.0726354122162 -0.0248935222626 0.032271027565 0.0450316667557 -0.0189311206341,0.09852312882206363,2.75649619102 1.48314201832 2.02468752861 -1.33554947376 -2.00648641586 -0.89912956953 -0.228841125965,2.75643563271 1.48322379589 2.02477502823 -1.33521616459 -2.00657534599 -0.899043023586 -0.228734791279,-6.05583190918e-05 8.17775726318e-05 8.74996185303e-05 0.000333309173584 -8.89301300049e-05 8.65459442139e-05 0.000106334686279,0.0003947301658394412,0.004006472089942843,-0.3584708729568219,0.1555358849103806,0.20393596147537676,0.15560171022307046,0,2.65825128555 1.51231098175 2.05225419998 -1.31086134911 -1.95184242725 -0.865532040596 -0.314888209105,2.61583828926 1.48566901684 2.06544542313 -1.32411026955 -1.9590255022 -0.870494365692 -0.310975283384,-0.0424129962921 -0.0266419649124 0.0131912231445 -0.0132489204407 -0.00718307495117 -0.00496232509613 0.00391292572021,0.054311426362848414,0.5512555986821819,-0.3001813602239852,0.1708910010140458,0.24132005430467826,0.20908897127556952,0
169,298,1,151,9,1.70778048038 0.872253835201 -2.83081436157 -2.1258699894 -0.539174973965 -0.0188672225922 0.811085581779,1.75609004498 0.871266126633 -2.80794072151 -2.12432074547 -0.515224397182 0.0151127716526 0.779325544834,0.0483095645905 -0.000987708568573 0.0228736400604 0.001549243927 0.0239505767822 0.0339799942449 -0.0317600369453,0.0748155281298437,1.64691913128 0.86465471983 -2.79850363731 -2.17004036903 -0.619060218334 -0.0628091543913 0.870955646038,1.64689791203 0.864697396755 -2.79847979546 -2.16999101639 -0.619077026844 -0.0627924650908 0.870942294598,-2.121925354e-05 4.26769256592e-05 2.38418579102e-05 4.9352645874e-05 -1.68085098267e-05 1.66893005371e-05 -1.33514404297e-05,7.755652302965133e-05,0.001036636711232601,0.02466813314554844,0.13657900988613705,0.19846807379261333,0.13657440145624966,0,1.62434697151 0.894401490688 -2.75476074219 -2.11856985092 -0.598599135876 -0.0426168069243 0.814604520798,1.62265014648 0.894888162613 -2.7536816597 -2.12109541893 -0.597581803799 -0.0415407642722 0.813771724701,-0.00169682502747 0.000486671924591 0.00107908248901 -0.00252556800842 0.00101733207703 0.00107604265213 -0.000832796096802,0.0036804020435657198,0.049193023635124455,0.09331900895604119,0.13189681874964032,0.18027079762959017,0.13290748427466306,0
170,298,1,171,8,2.63294005394 1.14546644688 1.04646110535 0.648563504219 0.807014763355 0.282176136971 -1.33279192448,2.57292723656 1.15655696392 1.07209169865 0.628758430481 0.846609413624 0.299802213907 -1.26915943623,-0.0600128173828 0.0110905170441 0.0256305932999 -0.0198050737381 0.0395946502686 0.0176260769367 0.0636324882507,0.10344667494052273,2.56304144859 1.18935596943 0.939680635929 0.642371177673 0.755268871784 0.271112501621 -1.32557749748,2.56297755241 1.1893106699 0.939619123936 0.642400324345 0.75524944067 0.271137773991 -1.32558465004,-6.38961791992e-05 -4.52995300293e-05 -6.15119934082e-05 2.91466712952e-05 -1.94311141968e-05 2.52723693848e-05 -7.15255737305e-06,0.00010879082152459413,0.0010516608831278923,0.03548084832159123,0.14527425117639634,0.17680210778256217,0.14533994696910793,0,2.52656197548 1.17597091198 0.956821978092 0.679584801197 0.792656481266 0.283785790205 -1.35360336304,2.50860357285 1.19521701336 0.95661097765 0.689988791943 0.786040365696 0.279357165098 -1.34919857979,-0.0179584026337 0.0192461013794 -0.000211000442505 0.0104039907455 -0.00661611557007 -0.00442862510681 0.0044047832489,0.029732003113176305,0.28741381132134886,0.3316307200077303,0.14793978231837396,0.18223600443496138,0.1686440915197051,0
171,298,1,179,8,2.33175992966 1.23829615116 1.90706300735 0.270469903946 -1.38066327572 0.0134683120996 2.75320458412,2.31717538834 1.22523200512 1.92943501472 0.232212364674 -1.3497594595 0.0546281114221 2.7574300766,-0.0145845413208 -0.0130641460419 0.02237200737 -0.0382575392723 0.0309038162231 0.0411597993225 0.00422549247742,0.07081353335609443,2.33012938499 1.20028460026 1.91848182678 0.23676790297 -1.38092458248 0.0382276326418 2.76422166824,2.33012127876 1.20013201237 1.91860747337 0.236641034484 -1.38088238239 0.0382648259401 2.76412820816,-8.10623168945e-06 -0.000152587890625 0.000125646591187 -0.000126868486404 4.2200088501e-05 3.71932983398e-05 -9.34600830078e-05,0.00025909540733800305,0.003658840267652094,0.665835787386131,0.05872154087156394,0.04707135956125395,0.05891599477127698,1,2.36050152779 1.23223412037 1.93192505836 0.284807980061 -1.31789886951 0.0207706466317 2.71604967117,2.32537674904 1.24155628681 1.95419239998 0.287112534046 -1.3297675848 0.0260003581643 2.71799731255,-0.0351247787476 0.00932216644287 0.0222673416138 0.0023045539856 -0.0118687152863 0.00522971153259 0.00194764137268,0.0446520764696029,0.6305585154897514,0.20784066986274824,0.08402209244869713,0.08206623790074677,0.08084865966375057,0
172,298,1,194,8,-0.379325807095 -0.383525937796 -3.03345656395 2.2548584938 2.94194841385 0.715830743313 0.516928732395,-0.391934007406 -0.383605271578 -3.04287981987 2.30386161804 2.95822310448 0.715737402439 0.531334877014,-0.0126082003117 -7.9333782196e-05 -0.00942325592041 0.0490031242371 0.0162746906281 -9.33408737183e-05 0.014406144619,0.05587028026082379,-0.575849056244 -0.32734593749 -3.12112021446 2.26708984375 2.74707818031 0.641574919224 0.564276874065,-0.575818538666 -0.327376931906 -3.12110137939 2.2670211792 2.7471036911 0.641598522663 0.564237773418,3.0517578125e-05 -3.09944152832e-05 1.8835067749e-05 -6.86645507812e-05 2.55107879639e-05 2.36034393311e-05 -3.91006469727e-05,9.848014982186389e-05,0.001762657165171196,-0.7406045906959051,0.30877545770711606,0.3091950163210803,0.30871456548227466,0,-0.528063774109 -0.384520053864 -3.15863442421 2.32527279854 2.84302163124 0.652683496475 0.49663951993,-0.546495974064 -0.38162946701 -3.15580224991 2.33673548698 2.83665657043 0.645414352417 0.500146627426,-0.018432199955 0.00289058685303 0.00283217430115 0.011462688446 -0.00636506080627 -0.00726914405823 0.00350710749626,0.024355085354312415,0.43592201865846353,0.5253078821010996,0.23861554297962578,0.2417062934257975,0.2568039128486635,1
173,298,1,206,9,0.59277009964 -0.0490703620017 0.499303132296 1.9260777235 -2.4433722496 -1.46176123619 -0.283660620451,0.5180311203 -0.0169035494328 0.557605922222 1.99048554897 -2.4449877739 -1.45534753799 -0.275251656771,-0.0747389793396 0.0321668125689 0.0583027899265 0.06440782547 -0.00161552429199 0.00641369819641 0.00840896368027,0.1195100760271866,0.564452886581 -0.0319093093276 0.435092955828 1.96797406673 -2.51680898666 -1.51637923717 -0.27116471529,0.564450860023 -0.0319240912795 0.435100585222 1.96794211864 -2.51678681374 -1.51636445522 -0.271181404591,-2.02655792236e-06 -1.47819519043e-05 7.62939453125e-06 -3.19480895996e-05 2.21729278564e-05 1.47819519043e-05 -1.66893005371e-05,4.785581169866215e-05,0.0004004332796824239,-0.35289075445997004,0.12452648172121808,0.16367927792093068,0.12448899207310762,0,0.604578733444 -0.0372623056173 0.459207236767 2.02813673019 -2.40212965012 -1.49879693985 -0.333502024412,0.5994566679 -0.037113532424 0.460625469685 2.02417063713 -2.40096330643 -1.49800133705 -0.331573933363,-0.00512206554413 0.000148773193359 0.00141823291779 -0.00396609306335 0.00116634368896 0.000795602798462 0.00192809104919,0.007050520846390086,0.05899520007657101,0.2780352015631687,0.13363890384060556,0.15655080869608978,0.12928033950903658,0
174,298,1,214,9,2.19019556046 0.683079302311 -3.10125899315 -1.61984395981 -0.0565019473433 1.21469163895 -2.40095233917,2.23639416695 0.708800494671 -3.07549333572 -1.61981201172 -0.125524908304 1.18412232399 -2.3808619976,0.0461986064911 0.0257211923599 0.0257656574249 3.19480895996e-05 -0.0690229609609 -0.0305693149567 0.020090341568,0.09778565887898559,2.16444611549 0.67201179266 -3.11718893051 -1.64031660557 -0.0409613028169 1.19696033001 -2.3962996006,2.16441178322 0.672009885311 -3.11718034744 -1.64025378227 -0.0409442558885 1.1969524622 -2.39626812935,-3.43322753906e-05 -1.90734863281e-06 8.58306884766e-06 6.28232955933e-05 1.70469284058e-05 -7.86781311035e-06 3.14712524414e-05,8.090561558870963e-05,0.0008273771074021619,-0.21688357755694165,0.045121776778123554,0.12746189053372745,0.045122583189930614,0,2.2338950634 0.727460443974 -3.09347724915 -1.59801316261 0.0615189895034 1.18144583702 -2.44577670097,2.23418354988 0.726157784462 -3.09231066704 -1.60309028625 0.0643642768264 1.18667900562 -2.45118880272,0.000288486480713 -0.00130265951157 0.00116658210754 -0.00507712364197 0.002845287323 0.00523316860199 -0.00541210174561,0.009679400984262825,0.0989858952245906,-0.48111469935034556,0.14649204698403545,0.20464334790044106,0.1485547407400013,0
175,298,1,222,8,2.69432473183 1.50051116943 2.01419520378 0.885205388069 2.51383543015 -0.668166637421 1.36943864822,2.77204918861 1.47387111187 2.00384902954 0.874184787273 2.45376133919 -0.631343126297 1.36712515354,0.0777244567871 -0.0266400575638 -0.0103461742401 -0.0110206007957 -0.0600740909576 0.0368235111237 -0.00231349468231,0.10931377061772678,2.73166298866 1.46433222294 2.04719829559 0.870847702026 2.55680513382 -0.693303048611 1.33958816528,2.731559515 1.46425449848 2.04714131355 0.870917797089 2.55678939819 -0.693270623684 1.33959770203,-0.00010347366333 -7.77244567871e-05 -5.69820404053e-05 7.00950622559e-05 -1.57356262207e-05 3.24249267578e-05 9.53674316406e-06,0.00016216687746017398,0.0014834990737560042,-0.22776202249950664,0.08583527680310897,0.13720183841448141,0.08576883022919941,0,2.79549956322 1.48954927921 2.03816175461 0.923375427723 2.58113121986 -0.694677352905 1.26843070984,2.73858690262 1.53890013695 2.0366897583 0.937501013279 2.56301259995 -0.706736981869 1.26506185532,-0.0569126605988 0.0493508577347 -0.00147199630737 0.014125585556 -0.0181186199188 -0.0120596289635 -0.00336885452271,0.07975791656821199,0.7296236889232153,-0.5994608681887539,0.16679928655706827,0.1961452138273749,0.14654101946952064,0
176,298,1,235,8,2.78415513039 1.09202671051 -2.72395086288 0.136890813708 1.49112522602 0.357512772083 -3.03353881836,2.75422406197 1.05950212479 -2.74466133118 0.120939098299 1.46375370026 0.33214238286 -3.03970241547,-0.0299310684204 -0.0325245857239 -0.0207104682922 -0.0159517154098 -0.0273715257645 -0.0253703892231 -0.00616359710693,0.06378044571808489,2.83947563171 1.10067427158 -2.7192735672 0.134033486247 1.43265140057 0.346541941166 -3.02815651894,2.83941674232 1.10061252117 -2.71921396255 0.134140476584 1.43267595768 0.346467554569 -3.02811264992,-5.88893890381e-05 -6.17504119873e-05 5.96046447754e-05 0.000106990337372 2.45571136475e-05 -7.43865966797e-05 4.38690185547e-05,0.00017418848376643878,0.0027310640715238494,0.15972984315221275,0.08205910148298338,0.10523811918561955,0.08200805802648184,0,2.89928293228 1.13824689388 -2.66589689255 0.219236552715 1.47913086414 0.349385112524 -3.00879526138,2.888453722 1.13190567493 -2.65267276764 0.215818464756 1.45475137234 0.347203701735 -3.01209926605,-0.0108292102814 -0.00634121894836 0.0132241249084 -0.00341808795929 -0.024379491806 -0.00218141078949 -0.00330400466919,0.03088815757807107,0.4842888322637225,0.5350260080959915,0.1623698478883327,0.20443503809224695,0.16021129031452339,0
